onset	 duration
7.5	1
10.5	1
15	1
19.5	1
24	1
30	1
34.5	1
37.5	1
40.5	1
45	1
49.5	1
52.6	1
55.5	1
58.5	1
61.5	1
64.5	1
69	1
75	1
81	1
87	1
90	1
94.5	1
97.5	1
102	1
106.5	1
109.5	1
112.5	1
115.5	1
120	1
124.5	1
129	1
133.5	1
136.5	1
142.5	1
148.5	1
153	1
156	1
162	1
165	1
169.5	1
175.5	1
181.5	1
184.5	1
187.5	1
190.5	1
195	1
201	1
205.5	1
210	1
216	1
219	1
225	1
228	1
231	1
234	1
240	1
244.5	1
249	1
255	1
259.5	1
264	1
268.5	1
271.5	1
276	1
279	1
283.5	1
288	1
292.5	1
295.5	1
298.5	1
304.5	1
309	1
312	1
315	1
318	1
321	1
327	1
331.5	1
334.5	1
340.5	1
345	1
348	1
354	1
358.5	1
